"T1_1h_R1";"T1_2h_R1";"T1_3h_R1";"T1_4h_R1";"T1_5h_R1";"T1_6h_R1";"T2_1h_R1";"T2_2h_R1";"T2_3h_R1";"T2_4h_R1";"T2_5h_R1";"T2_6h_R1";"T3_1h_R1";"T3_2h_R1";"T3_3h_R1";"T3_4h_R1";"T3_5h_R1";"T3_6h_R1";"T1_1h_R2";"T1_2h_R2";"T1_3h_R2";"T1_4h_R2";"T1_5h_R2";"T1_6h_R2";"T2_1h_R2";"T2_2h_R2";"T2_3h_R2";"T2_4h_R2";"T2_5h_R2";"T2_6h_R2";"T3_1h_R2";"T3_2h_R2";"T3_3h_R2";"T3_4h_R2";"T3_5h_R2";"T3_6h_R2"
"G262";-0.06491035;0.07922189;-0.04810368;0.3803211;-0.08656881;-0.6135441;0.2451135;0.8961891;1.91961;2.254509;1.873752;2.428267;0.3605544;1.183883;1.900541;2.392134;2.383998;2.404787;0.04443648;-0.3156967;0.3664826;-0.2459226;-0.5214005;-0.5784097;0.2036735;1.361914;1.826182;2.144586;2.363788;2.609901;0.2279221;1.36236;1.939826;2.34811;2.311242;2.464998
"G263";0.164104;0.2942098;-1.872605;-1.379686;-1.045552;-0.4748376;-0.1323131;0.1434504;-1.411145;-0.7233834;-1.692965;-3.61608;-0.2444808;-0.9250779;-2.607534;-2.571436;-3.60291;-3.640865;-0.2288263;-1.720971;-1.326541;-2.541831;-1.664403;-0.8194619;-0.5270405;-1.226414;-0.7432396;-3.028102;-4.197018;-4.204096;-0.4206489;-2.277201;-2.46843;-3.198125;-4.178151;-4.274953
"G264";0.05051857;0.1606935;0.171877;0.3456997;0.2500704;0.3821999;-0.05315601;-0.8984356;-1.745949;-1.879717;-2.315448;-3.051672;0.01536114;-0.8392583;-0.9989988;-1.84532;-2.124406;-2.182439;-0.3868409;-0.3067965;-0.1531101;0.3203654;0.144708;0.5476167;-0.4860628;-0.9456841;-1.266966;-2.111816;-2.441938;-3.500779;-0.9097485;-0.8242739;-1.241831;-2.102318;-2.747295;-3.690781
"G265";-1.072379;0.4687842;-0.8113454;-2.004522;-2.473523;-1.302639;-0.555022;-0.7228516;-1.629377;-2.367359;-2.630269;-2.481122;-0.6220855;-0.5010072;-1.89688;-2.409246;-2.631042;-2.21966;-0.1861715;-0.03687517;0.0517408;-0.2432043;-0.3958407;-0.728226;-0.2850798;0.8155317;-0.03253114;-1.729269;-0.5538847;-2.449879;-1.774773;0.6752244;-0.4992555;-2.163185;-1.489271;-2.801159
"G266";-0.4442723;0.5050854;0.007150255;0.5127461;-0.4028769;-0.1205296;0.1132422;-0.9002684;-0.2278823;0.1094727;0.6330507;3.094106;-0.6314103;-1.198446;-0.5923187;-0.2310977;-0.5812866;2.981328;-0.2189442;-0.3475042;1.00833;0.2153827;0.1073308;0.4261274;-0.5156332;-1.052645;0.201068;1.812368;1.985233;3.875849;-0.6689881;-1.252752;0.107467;0.7358301;1.464995;3.17778
"G267";0.02345575;-1.353817;-1.020145;-1.501612;-1.356862;-0.535706;-0.2350628;-1.339695;-3.087133;-2.471316;-2.563159;-3.557445;0.001204059;-1.896125;-2.769026;-2.972571;-2.983811;-3.050425;-0.01404681;-0.2962634;-1.734952;-0.6374213;-0.6837397;-0.338779;-0.6022047;-1.860172;-2.426497;-1.616361;-2.292673;-3.420704;-0.3782171;-2.076592;-2.773519;-2.396639;-2.625273;-3.805223
"G268";-0.05075223;-0.02501394;0.05793195;0.3729967;0.1661815;0.01853245;-0.2977861;1.629678;5.55514;6.410243;6.211869;6.750334;0.05835408;2.163529;5.124161;6.211601;6.459254;6.143765;-0.1743363;0.1640909;-0.1224949;0.1376988;-0.1381884;0.2198541;0.03137833;3.131068;4.647356;6.315626;6.434145;6.320289;0.2748845;3.669466;5.088916;6.646867;6.637007;6.444444
"G269";-0.0929294;-0.2105899;0.04393477;0.2198717;-0.4992289;-0.2091066;0.20654;0.8520529;1.450152;1.833227;1.720337;1.998037;0.2217822;0.8987275;1.526501;1.739874;1.874792;2.100199;0.07394409;-0.007712044;0.2261826;-0.1636281;-0.5837896;-0.5147948;0.2461559;1.269835;1.425778;1.822899;2.020738;2.154507;0.2682212;1.262794;1.49672;1.861281;1.796959;2.101545
"G270";-0.2097217;-0.288889;-0.1681888;-0.08228961;-0.1884133;-0.2010065;-0.03145394;0.1387386;1.332548;2.431926;2.437235;2.279543;-0.07797698;0.255682;1.507642;2.426317;2.552184;2.091592;-0.06139523;-0.01778236;0.07856164;-0.151864;-0.1807159;-0.2316886;-0.05447279;0.2809771;0.7906655;2.192627;2.292082;2.019669;0.1037647;0.5664382;1.223563;2.661972;2.738759;2.151232
"G271";-0.1439873;-0.1023181;-0.6032955;-0.3244535;0.1024159;0.1194777;0.3400538;1.086315;2.105746;2.405772;2.860377;2.375673;0.5108516;1.309971;2.05661;2.68808;3.032833;2.188129;-0.2348877;0.2753444;-0.3449284;-0.4042604;-0.07514785;-0.7837797;0.6762547;1.740431;1.742462;2.324983;2.946842;2.157947;0.6659594;1.70226;2.058486;2.527244;3.023198;2.18273
"G272";-0.07936812;-0.130983;0.05394237;0.1925782;-0.2043743;0.04191844;0.3336228;1.137661;1.920661;2.341759;2.354843;2.587189;0.2838784;1.305415;1.929257;2.336723;2.384956;2.443442;0.001948566;-0.2480014;0.05443127;-0.227085;-0.2436185;-0.3554368;0.3812876;1.361981;1.626574;2.251264;2.252841;2.381696;0.2290758;1.520018;1.927764;2.180002;2.343867;2.426349
"G273";-0.1004313;-0.4987517;0.1211825;-0.2013604;-0.1089172;0.2947282;-0.1928072;-1.364549;-2.570967;-2.798056;-2.714373;-2.330695;-0.2796135;-1.389503;-1.871847;-2.983939;-2.502995;-2.107281;-0.4729739;0.1547856;-0.2199349;0.09855522;0.2254991;0.118711;-0.6800957;-1.05029;-1.760492;-1.506276;-1.653992;-2.246335;-0.4118051;-1.437647;-2.192484;-2.297401;-2.234759;-2.483313
"G274";-0.02070889;-0.08749141;0.02932375;0.3347211;-0.451743;-0.3728398;0.3831097;1.70618;2.761993;2.878938;2.631501;3.064105;0.6765778;2.019366;2.71699;2.989312;2.986213;3.037361;-0.06462693;-0.2724479;0.3617478;-0.5081798;-0.7475389;-0.8242131;0.4705995;2.205472;2.459404;2.759354;2.959962;2.942386;0.5279697;2.249368;2.771981;2.847678;2.757705;2.925604
"G275";0.01692804;0.2122474;0.001064044;-0.4576018;-0.652961;0.1319607;0.750722;1.558161;2.392122;1.764599;1.437453;1.922976;0.9536944;1.861516;1.917181;1.56835;1.72075;2.008303;0.01373373;0.3779009;0.1899732;-0.4431678;-0.6475352;-0.4953046;0.8260065;2.451944;2.312968;1.978742;1.789451;1.996556;0.724057;2.300647;2.024246;1.612047;1.686528;2.116354
"G276";0.01132662;-0.06045931;0.2280916;0.217945;-0.5787024;-0.1225377;0.4612304;1.449234;2.240353;2.236248;1.702893;2.362433;0.5003027;1.617814;2.310369;2.14059;2.074262;2.305765;0.08174917;-0.2802466;0.579751;-0.3056726;-0.3970161;-0.5385548;0.3039495;1.455941;2.12092;1.934552;1.916114;2.166153;0.3547977;1.881908;2.325157;1.893945;1.727978;2.308372
"G277";0.2449728;0.1200644;-0.2249125;0.3005143;-0.06870524;-0.3479929;0.3732471;-0.04631566;-0.4885986;-1.283303;-1.705885;-2.297225;0.3599188;-0.1189185;-0.5526391;-1.086554;-1.721983;-2.243646;-0.1092691;-0.08578353;0.2491711;-0.0903656;0.0446255;-0.1619284;-0.2689174;-0.3657305;-0.3676034;-1.482224;-1.514255;-2.175086;-0.4202659;-0.4201151;-0.4804926;-1.272178;-1.887358;-2.704081
"G278";0.3895643;0.6754772;0.5505862;0.4423641;0.1782271;0.2177239;0.4786115;-0.6863419;-2.06015;-2.041671;-2.150117;-2.435364;0.840562;-0.1265402;-0.9723749;-0.6908155;-1.197274;-2.007921;-0.1150873;0.2517921;0.3078249;0.4053048;0.3983912;0.05941916;0.5176978;-0.7516954;-1.802717;-1.850635;-1.823492;-1.955682;1.051273;-0.2587532;-0.8665177;-1.290353;-1.708171;-2.278848
"G279";0.4486726;0.2914012;0.1472808;0.3591551;0.4551613;-0.2755816;-0.3193434;1.930896;4.08941;4.252702;4.167405;2.89535;0.7140446;0.8480296;1.400148;2.652255;2.97141;2.234537;0.5751257;0.01539593;0.6954656;0.4158135;0.2031256;-0.01632185;-0.2444363;2.407779;3.814319;3.674748;3.4;3.786942;0.7542269;1.129201;1.674154;2.731604;2.74672;3.050392
"G280";0.2233231;-0.7915435;-1.230448;-1.306868;-0.8904536;-0.5036968;0.02057252;-0.4010191;-2.172691;-1.8416;-1.920773;-2.425115;-0.1904041;-1.277759;-2.555516;-2.715708;-3.03378;-2.894906;-0.1707938;-0.9559662;-1.56202;-0.9984907;-1.33804;-0.6884762;-0.663895;-1.404377;-1.367309;-2.575962;-3.043726;-2.705208;-0.6662152;-2.133868;-2.984467;-3.192445;-3.113303;-2.876001
"G281";-0.2558904;-0.06510206;-0.872943;-0.08076022;-0.1950367;-0.1068013;-0.2139984;0.5186424;0.8428402;1.774894;2.393312;3.563893;-0.8960594;-0.3877961;0.2282888;0.5166397;1.431578;3.443329;0.03218391;-0.04393728;-0.1378016;0.0372416;0.1311763;0.6187421;-0.3844618;-0.06874845;0.9311346;2.000557;2.431015;3.853181;0.1964368;0.1830567;-0.1267659;1.682937;2.548704;3.734034
"G282";0;0.117562;0;-0.03348163;0;0;0;0;0.4930787;2.606967;2.649847;3.86551;0;0;1.242115;2.764636;3.0178;3.254957;0;0;0;-0.03348163;0;0;0;0.1218231;0.3903486;2.039568;2.99755;4.199291;0;0.4341448;1.464887;3.373417;3.699545;3.759522
"G283";-0.05234204;0.1787567;-0.09076315;0.308056;-0.07515318;-0.2705677;1.596037;3.129672;3.243358;2.917689;2.671779;2.571532;1.657681;3.271275;3.138635;3.078894;2.606436;2.285251;-0.01072056;-0.1575505;0.3026911;-0.3902294;-0.2223771;-0.7313724;1.994583;3.054216;3.182119;2.28227;2.546336;2.433169;1.922297;2.999953;3.264223;2.574575;2.397736;2.117923
"G284";-0.2481144;-0.1012191;0.4003284;0.1482167;-0.2170347;0.2857273;0.2275647;0.7939857;1.60979;1.970095;1.875451;2.395679;0.1893073;1.037623;1.817625;1.947423;2.074929;2.513047;-0.09089337;-0.3359635;0.0905348;-0.1724705;-0.3930328;-0.3837619;0.3378708;1.420272;1.452695;2.129487;2.140107;2.420174;-0.1105805;1.603661;1.742528;1.862231;2.136241;2.680767
"G285";-0.09788271;0.1285677;-0.2715967;-0.1114996;-0.3813049;-0.2851024;-0.0597819;-0.646293;-1.985346;-2.455958;-2.663771;-2.539359;-0.106256;-0.8581991;-1.718135;-2.186026;-2.323291;-2.324317;-0.2441334;-0.05999994;0.01363404;-0.4431505;-0.1458886;-0.02951718;-0.2086372;-0.9685682;-1.566991;-2.6749;-2.697465;-2.631654;-0.6104594;-1.286614;-1.561623;-2.658141;-2.718798;-2.598025
"G286";-0.3958743;-1.525901;-0.2375967;-0.5057196;-0.4427595;-0.009645648;-0.7543144;-1.169169;-2.225046;-3.139242;-2.445652;-3.233692;-0.7286277;-1.623086;-2.060329;-3.487919;-2.58664;-2.571442;-0.09304576;-0.4011953;-1.604902;0.6344686;-0.1815107;-0.4615951;-1.110576;-0.7869507;-1.654507;-0.4087663;-0.966136;-1.951752;-0.4166417;-1.075104;-2.290091;-1.547825;-2.040721;-3.493686
"G287";-0.9132097;0.3368757;-1.319623;-0.4298912;-0.0636624;-0.7653451;0.07309907;1.097903;0.9555319;-1.358355;-1.918556;-1.846599;-0.3212789;0.002823377;0.01220273;-1.892625;-2.408304;-2.014497;-0.4764219;-0.8802156;-0.8023546;-1.122614;-0.1954444;0.6625766;-0.219394;0.4104044;0.7865595;-2.100867;-2.391542;-2.205108;-1.136185;-0.4557246;-0.7844377;-1.765975;-2.771298;-3.089045
"G288";0.2271036;-0.05117817;-0.3123926;-0.2183338;-0.1574968;-0.1157238;0.14699;-0.8473545;-2.415878;-2.645372;-2.946009;-3.917866;0.2427884;-1.052586;-1.802957;-2.780674;-3.406096;-3.010519;-0.2460735;-0.04028449;-0.2426869;0.2174743;0.3809052;0.1980774;-0.3592695;-1.247962;-1.66123;-1.663571;-1.906339;-3.274577;-0.3737397;-1.229803;-1.921822;-2.41842;-2.701379;-3.913184
"G289";0.7454343;2.405322;2.446367;2.003726;0.6919104;1.296144;-0.3736796;1.127253;3.334524;2.304108;2.401516;3.405753;1.17216;2.500557;3.008718;2.692329;2.674271;3.370301;0.7736061;1.896999;2.97478;1.495735;0.56447;0.2600663;-0.1148394;1.706364;2.642851;2.732695;2.447176;3.561181;1.192573;2.484954;2.689225;2.852015;3.215528;3.568048
"G290";0.03484861;-0.2105912;-0.3940488;-0.2123619;0.05261327;0.2160354;-0.5484196;-1.17851;-3.021193;-2.677942;-2.754254;-2.755358;-0.1950893;-1.11816;-2.058314;-3.295818;-2.60893;-2.286183;-0.06565411;-0.09140463;-0.4540837;-0.199141;0.1309719;0.3473844;-0.4403272;-1.277585;-1.68195;-2.711041;-2.991741;-2.632037;-0.3074543;-1.411211;-2.267072;-2.551668;-3.248778;-3.336271
"G291";0.01667008;-0.74074;-0.7370095;-0.8780889;-0.5559805;-0.8131299;-0.005176867;-0.832206;-1.689974;-2.688406;-2.749551;-3.144982;-0.1179087;-1.112197;-1.993996;-3.152694;-3.344236;-3.056926;0.01987526;0.2626855;-0.3117765;0.03134885;0.1413281;0.3381944;-0.1915516;-0.7981666;-1.380948;-3.157433;-2.851202;-3.197763;0.23201;-1.142918;-2.042795;-2.644286;-3.196389;-4.097266
"G292";-0.1957028;0.09142153;-0.4837762;-1.195204;0.5789599;-1.13651;-0.6218048;0.9190303;1.241421;1.264217;1.635871;1.873164;-0.05743401;0.3306639;1.495328;0.4763375;0.8847705;2.185904;-0.1892342;0.1369336;-0.5885704;-0.007920181;1.194369;0.8772208;-0.5901748;0.3177605;1.288003;0.7649319;1.308542;2.242631;-1.297795;1.508896;1.366928;1.499365;1.982149;2.216924
"G293";-0.2461172;0.6588188;-0.9266569;-0.228692;-0.5520757;-0.1927262;-0.1742666;1.602643;2.229863;4.006194;3.813174;6.057988;0.1756933;1.567136;1.414806;3.77007;3.559356;6.815646;-0.003249291;-0.3043553;0.08561641;-0.584873;0.0631077;0.5637906;0.5389672;1.556281;1.750258;3.111519;3.002033;5.253825;-0.4471034;1.294824;2.430955;3.048339;4.536851;5.967441
"G294";0.1540787;0.4557709;-0.1160493;-0.05274556;0.2625647;0.1857371;-0.4466731;-1.3877;-3.232857;-2.231686;-2.359263;-2.149722;-0.2454447;-1.273872;-2.289825;-2.985007;-2.179223;-2.096935;0.04131502;0.511958;0.596281;-0.2592749;-0.06792544;0.7475871;-0.1686692;-2.262437;-2.463679;-2.671805;-2.909537;-1.975689;0.2334908;-2.170804;-2.686687;-2.937193;-2.681322;-2.233294
"G295";-0.05653146;0.29247;0.3799357;0.2395233;-0.2898517;-0.4012422;0.5581764;2.599475;3.227064;2.886345;2.76124;2.859079;0.9003364;2.577181;3.154926;3.119428;2.848791;2.44957;0.1203811;0.04931118;0.3983996;-0.6989816;-0.3370598;-1.047971;1.006912;2.288776;3.110605;2.225157;2.497982;2.528315;0.9713636;2.549507;3.19225;2.64606;2.569133;2.317434
"G296";0.1681408;0.2060728;-0.177798;0.508875;-0.05033265;-0.527387;0.3393388;1.438224;2.158414;2.371357;1.985002;2.457373;0.5392189;1.642445;1.941655;2.462789;2.269317;2.141967;0.07391271;0.02918666;0.4254573;-0.1878834;-0.4157945;-0.5827518;0.3844593;1.335123;1.941056;2.04593;2.149154;2.261718;0.6085118;1.512564;2.020485;2.375434;2.222436;2.071432
"G297";0.1126264;0.02447285;-0.2308936;0.1089671;0.0714954;-0.1290507;0.1615663;-0.4093701;-1.468539;-2.226212;-2.36926;-3.235473;0.1000652;-0.5444086;-1.238447;-1.928629;-2.574969;-2.491612;-0.3121115;-0.1594946;-0.1265092;0.1543544;0.3078896;0.2317518;-0.4530797;-0.7842927;-1.082223;-1.715459;-1.889858;-2.948661;-0.7012683;-0.879108;-1.299489;-1.834991;-2.379511;-3.673258
"G298";0.743754;0.1687749;-0.05132942;0.4097029;0.9186773;0.7710847;-0.1762703;-0.5790892;-0.5013608;0.004074933;0.8548627;2.055726;0.5391627;0.1428651;-0.6399182;0.06426574;0.4886109;2.128654;0.5110949;0.1975573;0.07779279;0.6108998;0.5168741;1.509185;0.0511622;-0.1872779;-0.3688584;0.1557546;0.8004685;2.821077;0.9473991;-0.2020602;-0.2107572;-0.08231603;0.678285;2.560675
"G299";-0.3450727;-0.01376687;0.1068772;0.07219755;0.03739602;-0.1580272;-0.2837158;1.224964;2.505734;2.318559;2.323499;2.067299;-0.3533042;1.343092;1.995425;1.982559;2.084891;2.042962;-0.3313605;-0.01349349;-0.1209634;0.07494745;0.1068104;-0.429261;-0.3065923;1.764405;2.02003;2.480843;2.49309;2.42547;-0.2218858;1.725077;1.800465;2.16782;2.261219;2.261568
"G300";-0.7420925;0.288603;-0.1533301;0.4683162;-0.4669317;-0.4870988;0.7136797;3.265708;4.219578;3.533913;3.297869;3.542012;0.9460347;3.446137;3.987722;3.602077;3.345409;3.05915;0.218578;0.4053624;0.8707553;-0.728837;-0.5920509;-0.9187776;1.287051;3.415446;3.87817;2.999606;3.032982;3.293873;1.336318;3.45025;4.049675;3.225579;2.920512;3.137088
"G301";-0.08786781;-0.4984654;-0.04494451;0.1569115;-0.4279254;-0.167001;-0.1279801;-1.80336;-5.92747;-4.885097;-3.747924;-3.185732;-0.239787;-2.22161;-4.445983;-4.773778;-3.668946;-2.397958;-0.1183602;0.2528278;0.1954069;-0.3037434;-0.9401236;-0.5346198;-0.1699067;-2.384558;-4.037517;-4.073486;-4.169217;-3.770586;0.0310964;-3.364346;-5.362685;-4.927921;-4.543494;-3.405461
"G302";0.5327761;-0.1982913;0.1601011;-0.5795613;1.498038;0.00366002;-0.09548551;-0.3301519;0.5727176;-1.06728;2.041131;2.06556;-0.721978;-1.060152;0.8397356;-0.8862258;1.738329;2.746126;1.463935;-0.7683321;1.276945;-1.317245;-0.3557446;-0.9893029;-0.187255;-0.5781114;0.1868218;0.5997644;2.776407;2.43594;-0.413882;-0.1312232;0.4724335;0.6883185;3.004363;2.425811
"G303";0.3333748;0.4701575;-0.2864996;-0.7001999;0.6479257;0.0466254;-0.2527546;0.5360018;2.858877;2.945114;2.913913;2.570888;-0.05762551;1.190622;2.518711;3.31977;3.395389;2.54291;0.466355;-0.1774182;-0.1626876;0.4226033;0.3937727;-0.1933264;-0.5769601;1.083724;1.836017;2.688271;2.95922;2.598157;0.502555;1.679061;2.218437;3.26367;3.472538;2.814516
"G304";-0.4501132;-0.0968195;-0.4505515;-0.3454008;-0.4841817;-0.1835132;-0.02026256;-0.7765733;-2.099181;-1.702739;-2.236003;-2.121108;-0.2775241;-0.8207307;-1.488324;-2.149774;-2.444001;-2.063383;-0.5621065;0.1494415;-0.0659754;0.4979334;0.4195301;0.1147673;-0.6737308;-1.046592;-1.177358;-1.569639;-1.49063;-1.942649;0.04813098;-0.8088249;-1.234836;-2.427236;-1.575966;-2.705614
"G305";0.1390993;-0.08992091;-0.0970982;0.1676198;0.5607948;0.03525358;-0.4685318;-1.57727;-2.926012;-2.44923;-2.352885;-3.410416;-0.5364674;-1.750796;-1.657843;-1.670978;-2.000033;-3.138092;-0.2377724;-0.06326878;-0.2248992;0.2055984;0.1249674;0.4867841;-0.715321;-2.935119;-2.431344;-3.171272;-3.037984;-3.721878;-1.076909;-2.369122;-2.455318;-2.478543;-3.029847;-3.837254
"G306";0.1159892;0.3472045;0.2774709;0.7455636;-0.3219922;-0.6047324;-0.03461918;0.9577713;2.948919;3.990042;3.661457;3.813167;-0.797892;1.556331;2.519304;3.725001;3.805755;3.526861;-0.3346164;-0.09932815;0.7526888;0.3077876;-0.687008;-0.6053596;-0.06563241;1.613709;2.375356;3.63744;3.685542;3.854885;-0.6828988;1.730874;2.694347;3.530429;3.986192;3.61132
"G307";0.0708254;-0.07413859;-0.05869814;-0.1124457;-0.6272354;-0.3582036;0.05656298;-0.06831344;0.2793998;-1.035891;0.6670253;2.631511;-0.01761731;0.1147024;-0.3391721;-0.1506971;0.3552356;2.441781;-0.03655654;-0.5642503;0.01736378;-0.5127522;-0.8460464;-0.7966625;-0.2388977;-0.4065348;0.2378539;-0.5013042;0.6966988;2.411231;-0.2661528;-0.2166258;-0.2058759;-0.1157893;1.437639;2.310217
"G308";-0.04642937;-0.09277823;-0.03905827;0.3680288;-0.2784183;-0.3336129;0.199178;0.7989879;1.501588;1.838605;1.544237;1.88721;0.1972523;1.035239;1.553542;1.819701;1.968029;2.122978;-0.001056208;-0.2822648;0.2116107;-0.1655533;-0.3607825;-0.7959006;0.1328979;1.255787;1.518083;1.784401;2.100068;2.174827;0.02255958;1.207861;1.528865;1.877164;1.896273;2.030865
"G309";0.243468;-0.03721563;0.03628869;0.7819561;-0.1268593;0.0382062;-0.09219429;0.9869939;2.891769;2.527797;3.191966;3.959247;0.4382237;0.9389354;2.897256;2.817262;3.725415;4.271867;0.27948;0.3694677;0.6101435;0.2885898;0.3260313;-0.612791;0.859974;0.6894982;2.459753;3.541422;3.983975;4.42361;0.3430382;1.896145;2.877548;3.75186;4.32442;4.724225
"G310";-0.6790436;2.240038;1.485854;-0.6793339;0.5270022;-1.202411;-0.9273783;1.459038;0.3764703;-0.5971804;-0.3551787;-3.594677;-0.7718562;2.422958;1.179449;-0.0137377;-0.1707437;-2.571635;-0.6523078;2.185031;2.49992;-1.084908;-2.148867;-0.9713691;-1.302935;-0.8020658;0.4012141;-3.798674;-5.088967;-3.077966;0.4039877;2.217992;2.143484;-1.03279;-3.196162;-2.798572
"G311";0.2611137;1.186441;-0.09327125;-0.06913513;0.4963882;0.5507721;0.1163491;1.226777;2.060365;2.034288;1.933268;2.554379;-0.03906401;1.319608;1.749961;1.577938;1.858868;2.221344;-0.07401473;-0.4288263;0.7682677;-0.1935897;0.1785015;0.4272381;-0.08864186;0.9607122;2.089336;2.008663;1.511777;1.619345;-0.6790408;0.8062451;2.269946;1.758761;2.001287;2.11252
"G312";0.03403187;0.1416053;-0.09529196;0.3908425;-0.1280316;-0.631858;0.6072235;1.398175;2.144153;2.263203;2.000071;2.353909;0.8119643;1.632792;1.855881;2.246951;2.409217;2.119853;0.03461038;-0.05296197;0.5086126;-0.3314898;-0.4439199;-0.7567772;0.5644541;1.618323;1.96319;1.928874;2.252735;2.292857;0.7292252;1.575506;1.971316;2.214054;2.220629;2.073877
"G313";0.4168923;0.5327819;-0.8782388;-1.520663;-0.7683717;-0.2637979;0.4284312;0.5403818;1.44795;1.874869;1.901543;2.456145;0.3098256;-0.005443411;-0.3156881;0.7409351;1.598251;2.365503;0.2845983;-0.06535008;-0.1449992;-1.366116;-1.133069;-0.4888076;0.2255601;0.9240457;0.7422817;1.743789;1.255032;2.32878;-0.2959513;-0.1054288;0.01824762;0.3192588;1.354804;2.667167
"G314";0.8670759;1.150258;-1.464854;-1.939497;-0.9202247;-1.356279;-0.6612708;0.08660306;-1.292871;-1.857061;-2.992627;-2.845305;0.7974516;-0.137531;-1.480735;-2.480889;-2.9934;-2.417778;0.4084668;-1.077324;-0.9505628;-2.005586;-0.8010153;-0.03442836;-0.7422908;-0.9757952;-1.340541;-2.821914;-3.110451;-2.671063;-0.6719601;-1.752756;-1.982252;-2.821914;-3.110451;-2.965689
"G315";1.34933;2.599619;-0.1000258;-0.2175779;0.1267884;-0.04748997;0.02222609;-0.05958689;-1.407352;-1.703633;-2.131865;-2.722375;-0.01442595;0.4269805;-1.179066;-1.730211;-2.132638;-2.455422;1.669891;0.05961883;0.5849488;-0.9347354;-0.1009875;-0.3590083;-0.4700469;-1.017872;-0.8867624;-2.04257;-2.249689;-2.548134;0.4616123;-0.9766744;-0.9092352;-2.073333;-2.164855;-2.84276
"G316";1.497852;1.718313;0.2616691;-0.619692;-0.01480907;-0.4672221;-0.133054;-0.4906426;-0.8260328;-1.481702;-2.570676;-2.737507;1.307173;-0.3368172;-0.6171722;-1.149642;-2.268354;-2.750881;1.228855;0.3836516;0.6912991;-1.006751;-0.4920189;0.09798102;-0.4828614;-0.6279739;-1.608209;-2.006984;-2.6885;-2.752854;0.5546878;-1.300564;-1.263475;-2.037747;-2.6885;-2.857892
"G317";-0.09169048;-0.6146955;-2.662107;-2.511166;-1.164278;-0.4708303;0.2406431;-0.8923369;-2.470174;-3.335037;-4.569788;-4.040989;-0.2798407;-2.194355;-3.33893;-4.638506;-5.379568;-3.521009;-1.041128;-1.75887;-1.911854;-3.339037;-1.408038;-0.06145481;-0.9925567;-2.56514;-2.350673;-5.717322;-5.605897;-4.923941;-1.968907;-3.741031;-3.630548;-5.212404;-4.834373;-4.520972
"G318";-0.7326721;0.08812182;0.5352678;0.2135675;0.207902;0.2050029;0.8362576;2.014736;1.580934;2.626398;2.31756;2.693411;0.5299069;2.200957;2.805889;2.611005;2.311418;2.795588;0.01729365;0.1176689;0.302479;0.1768197;-0.1717461;-0.5776266;1.151065;1.89444;2.175267;2.448266;2.257477;2.704691;0.4842144;2.661291;2.819119;2.531219;2.516487;3.045199
"G319";0.06391549;0.0581913;-0.422541;-0.2567396;-0.2378219;-0.3821133;-0.1101068;-1.511076;-2.573301;-2.436412;-1.975976;-2.53846;-0.2242227;-1.871514;-2.221092;-2.649936;-2.286377;-2.478738;-0.2484484;-0.06318415;0.06698736;0.19495;0.4377909;0.3333924;-0.4170858;-1.685705;-2.349751;-1.732667;-1.303468;-2.118897;-0.615033;-1.891405;-2.067011;-2.313377;-2.39302;-2.37499
"G320";0.05122902;-0.8730657;-0.3261439;-0.3770856;-0.1747663;1.17588;-1.070494;-2.584803;-4.123466;-3.707973;-3.531533;-3.93169;-0.8483949;-2.504291;-2.223435;-3.311019;-2.894041;-2.794871;-0.4131534;-0.2300711;-0.5252715;0.9912962;0.06443973;0.9999219;-1.914563;-2.88326;-2.857174;-2.159752;-1.864252;-2.818925;-1.399313;-2.184527;-2.319132;-1.921955;-2.345731;-2.930471
"G321";0.1116974;-0.04606081;-0.1540386;-0.4535665;0.02354871;-0.1233302;-0.6522954;-0.975003;-0.5079751;-2.30625;-2.299153;-2.549203;-0.2748725;-1.598098;-0.5849022;-2.103422;-2.563352;-2.114106;-0.08637011;-0.4515332;-0.2888477;-0.05440249;0.05024275;0.7854227;-1.010943;-1.138888;-0.407376;-2.138778;-2.513878;-2.292738;-0.6569763;-1.084903;-0.8737442;-1.499273;-2.542969;-2.461011
"G322";0.1160212;-0.1116241;-0.08985342;0.4396044;0.04972269;-0.03870848;0.5915647;0.8094763;1.888191;2.09352;2.172065;2.434526;0.2087363;1.031149;1.905631;2.108949;2.342511;2.186547;0.1528162;-0.2096351;0.2122477;-0.0994804;-0.2087726;-0.4672043;0.508346;0.8170861;1.602865;1.91924;2.291903;2.249826;0.2642462;1.040975;1.933007;2.074391;2.376152;2.295199
"G323";-0.3946519;-0.5952527;-0.5691233;0.0110006;-0.06633388;0.2006745;-0.6698416;1.801863;5.355182;3.314879;2.983946;2.066188;0.06344484;2.067582;3.766185;3.122583;2.646469;2.237433;-0.08763035;-0.4316534;-0.4250697;0.387337;0.03609019;0.1568184;-0.009642918;3.557061;4.69437;3.706045;2.579498;2.244871;0.1561566;2.631004;3.562517;3.00069;2.048546;2.021889
